Messy Descriptor,Merchant Name,Label,Generated By
BP*VANCVR STATION*2289CA,BP Station Vancouver,MATCH,ChatGPT-4.1
TRDR JOES CA 117,Trader Joe's California,MATCH,ChatGPT-4.1
TRD JOE'S*CA #2398,Trader Joe's California,MATCH,ChatGPT-4.1
TRADER JOES CALIF 9987,Trader Joe's California,MATCH,ChatGPT-4.1
TRDR*JOES CALI,Trader Joe's California,MATCH,ChatGPT-4.1
TRADER-JOES*CA USA,Trader Joe's California,MATCH,ChatGPT-4.1
TD CANTRST BK #4102,TD Canada Trust Bank,MATCH,ChatGPT-4.1
TDCT BANK-CANADA*221,TD Canada Trust Bank,MATCH,ChatGPT-4.1
TD CANADA TRST BNK CA,TD Canada Trust Bank,MATCH,ChatGPT-4.1
TD-CANTRUSTBANK US,TD Canada Trust Bank,MATCH,ChatGPT-4.1
TD-CDN TRUST BK*0992,TD Canada Trust Bank,MATCH,ChatGPT-4.1
TGT CAN ONLN 3091,Target Canada Online,MATCH,ChatGPT-4.1
TARGET-CANADA*ONLINE,Target Canada Online,MATCH,ChatGPT-4.1
TARGET*CA ONLINE #877,Target Canada Online,MATCH,ChatGPT-4.1
TGT-CAN ONLNE CA,Target Canada Online,MATCH,ChatGPT-4.1
TARGET CDN ONLINE*CA,Target Canada Online,MATCH,ChatGPT-4.1
CHCKFLA TX STORE 884,Chick-fil-A Texas Store,MATCH,ChatGPT-4.1
CHICK FILA-TX #2103,Chick-fil-A Texas Store,MATCH,ChatGPT-4.1
CHIK FLA*TX STR,Chick-fil-A Texas Store,MATCH,ChatGPT-4.1
CHCK*FIL A TEXAS STORE-111,Chick-fil-A Texas Store,MATCH,ChatGPT-4.1
CHICKFLA STORE TX USA,Chick-fil-A Texas Store,MATCH,ChatGPT-4.1
SUBWY STR DNV 445,Subway Store Denver,MATCH,ChatGPT-4.1
SUBWAY DENVER STORE-1902,Subway Store Denver,MATCH,ChatGPT-4.1
SUBWAY*STORE-DENVR,Subway Store Denver,MATCH,ChatGPT-4.1
SBWY STORE #DEN-113,Subway Store Denver,MATCH,ChatGPT-4.1
SUBWY*DNVR STR CO,Subway Store Denver,MATCH,ChatGPT-4.1
BRGR KNG FL STR 372,Burger King Florida Store,MATCH,ChatGPT-4.1
BURGER KING FL-STORE #801,Burger King Florida Store,MATCH,ChatGPT-4.1
BURGER KNG*FLA STORE,Burger King Florida Store,MATCH,ChatGPT-4.1
BRGR-KING STORE FL 0042,Burger King Florida Store,MATCH,ChatGPT-4.1
BURGR KING*FL STR*USA,Burger King Florida Store,MATCH,ChatGPT-4.1
STARBUX COF ORL 734,Starbucks Coffee Orlando,MATCH,ChatGPT-4.1
STARBUCKS-COF*ORLANDO,Starbucks Coffee Orlando,MATCH,ChatGPT-4.1
STBKS COFFEE*ORL #1911,Starbucks Coffee Orlando,MATCH,ChatGPT-4.1
STARBUCKS*ORL COFFEE,Starbucks Coffee Orlando,MATCH,ChatGPT-4.1
STBK COFFEE ORLANDO FL,Starbucks Coffee Orlando,MATCH,ChatGPT-4.1
CHKFLA NY STR 220,Chick-fil-A New York Store,MATCH,ChatGPT-4.1
CHICK FILA-NEWYORK STORE #311,Chick-fil-A New York Store,MATCH,ChatGPT-4.1
CHIK*FILA NY STORE,Chick-fil-A New York Store,MATCH,ChatGPT-4.1
CHCKFLA STORE NEWYRK,Chick-fil-A New York Store,MATCH,ChatGPT-4.1
CHCK-FIL A*NY STR US,Chick-fil-A New York Store,MATCH,ChatGPT-4.1
PANDORA SUBS*US 2023,Pandora Subscription USA,MATCH,ChatGPT-4.1
PandoraSubs-#001 USA,Pandora Subscription USA,MATCH,ChatGPT-4.1
PANDORA SUB USA*TX,Pandora Subscription USA,MATCH,ChatGPT-4.1
PANDORA SUBSCRIPTION/US,Pandora Subscription USA,MATCH,ChatGPT-4.1
Pndra Subsctn USA-CA,Pandora Subscription USA,MATCH,ChatGPT-4.1
ARBYS #234 USA REST,Arby's USA Restaurant,MATCH,ChatGPT-4.1
ARBY'S-RSTRT*US,Arby's USA Restaurant,MATCH,ChatGPT-4.1
ARBYS REST USA NW,Arby's USA Restaurant,MATCH,ChatGPT-4.1
ARBS USA RESTAU#12,Arby's USA Restaurant,MATCH,ChatGPT-4.1
ARBY S USA-REST,Arby's USA Restaurant,MATCH,ChatGPT-4.1
WALMART #102 CHI-IL,Walmart Chicago Store 102,MATCH,ChatGPT-4.1
WLMRT CHICAGO/ST 102,Walmart Chicago Store 102,MATCH,ChatGPT-4.1
WAL-MRT CHIC102*USA,Walmart Chicago Store 102,MATCH,ChatGPT-4.1
Walmart 102*Chicago,Walmart Chicago Store 102,MATCH,ChatGPT-4.1
WALMRT CHI*102 USA,Walmart Chicago Store 102,MATCH,ChatGPT-4.1
BURGR KING FL-112,Burger King Florida Store 112,MATCH,ChatGPT-4.1
BK STORE#112 FLORIDA,Burger King Florida Store 112,MATCH,ChatGPT-4.1
BRGR KING FL112 USA,Burger King Florida Store 112,MATCH,ChatGPT-4.1
BGR KING*112 FL,Burger King Florida Store 112,MATCH,ChatGPT-4.1
BURGERKING 112-FL,Burger King Florida Store 112,MATCH,ChatGPT-4.1
BURGER KING*VANCVR,Burger King Vancouver,MATCH,ChatGPT-4.1
BK VANCVR-CAN,Burger King Vancouver,MATCH,ChatGPT-4.1
BGR KING CA-VAN,Burger King Vancouver,MATCH,ChatGPT-4.1
BURG KING VAN#23,Burger King Vancouver,MATCH,ChatGPT-4.1
BK-Vancouver CAN*,Burger King Vancouver,MATCH,ChatGPT-4.1
UBER RIDE - CALGARY,Uber Ride Calgary,MATCH,ChatGPT-4.1
UBR RD CLGRY*CA,Uber Ride Calgary,MATCH,ChatGPT-4.1
UBER*CALGARY RIDE,Uber Ride Calgary,MATCH,ChatGPT-4.1
UBERRIDE CALGARY#,Uber Ride Calgary,MATCH,ChatGPT-4.1
UBR RDE CLG-CA,Uber Ride Calgary,MATCH,ChatGPT-4.1
AMZN US MKTPLC*,Amazon US Marketplace,MATCH,ChatGPT-4.1
AMAZON MKTPLCE-US,Amazon US Marketplace,MATCH,ChatGPT-4.1
AMAZN US-MKTPL #45,Amazon US Marketplace,MATCH,ChatGPT-4.1
AMZ US MARKETPLCE,Amazon US Marketplace,MATCH,ChatGPT-4.1
AMZN-MKTP US*USA,Amazon US Marketplace,MATCH,ChatGPT-4.1
PANDAEXPRESS-TOR,Panda Express Toronto,MATCH,ChatGPT-4.1
PANDA EXPRSS TRNT*,Panda Express Toronto,MATCH,ChatGPT-4.1
PNDA EX*TORONTO CA,Panda Express Toronto,MATCH,ChatGPT-4.1
PANDA EX TORONTO#,Panda Express Toronto,MATCH,ChatGPT-4.1
PD EXPRES*TOR-CA,Panda Express Toronto,MATCH,ChatGPT-4.1
CHEVRN STATN CALG,Chevron Station Calgary,MATCH,ChatGPT-4.1
CHEVRON STN*CLGRY,Chevron Station Calgary,MATCH,ChatGPT-4.1
CHEVRON-CALGARY#12,Chevron Station Calgary,MATCH,ChatGPT-4.1
CHV STATION CAL*CA,Chevron Station Calgary,MATCH,ChatGPT-4.1
CHEVRON STAT CALG*,Chevron Station Calgary,MATCH,ChatGPT-4.1
EBAY*SPRTS EQP-USA,eBay Sports Equipment USA,MATCH,ChatGPT-4.1
E-BAY SPORT EQ US,eBay Sports Equipment USA,MATCH,ChatGPT-4.1
EBY SPRTS-EQPMT/US,eBay Sports Equipment USA,MATCH,ChatGPT-4.1
EBAY SPORTS*USA,eBay Sports Equipment USA,MATCH,ChatGPT-4.1
EBY SPTS EQPMNT USA#,eBay Sports Equipment USA,MATCH,ChatGPT-4.1
TD BANK*123 USA,TD Bank USA,MATCH,ChatGPT-4.1
TD Bnk-USA #4576,TD Bank USA,MATCH,ChatGPT-4.1
USA TD BANK 79-CA,TD Bank USA,MATCH,ChatGPT-4.1
TD BankUS-789*,TD Bank USA,MATCH,ChatGPT-4.1
TD-BNK123 USA NewYork,TD Bank USA,MATCH,ChatGPT-4.1
SPTFY*STUDNT PLAN,Spotify Student Plan,MATCH,ChatGPT-4.1
Spotify-StudPlan 2023,Spotify Student Plan,MATCH,ChatGPT-4.1
SPTFY PLAN/STUDENT CA,Spotify Student Plan,MATCH,ChatGPT-4.1
STUDENT PLAN*SPTFY#01,Spotify Student Plan,MATCH,ChatGPT-4.1
Spotify StuPlan*TX,Spotify Student Plan,MATCH,ChatGPT-4.1
CHK-FLA #987 VANCOUVR,Chick-fil-A Store Vancouver,MATCH,ChatGPT-4.1
ChickfilA*Store-VAN,Chick-fil-A Store Vancouver,MATCH,ChatGPT-4.1
Chik Fila Vancouver 23*,Chick-fil-A Store Vancouver,MATCH,ChatGPT-4.1
CHKFLA-VAN 001-CAN,Chick-fil-A Store Vancouver,MATCH,ChatGPT-4.1
ChickA-Store 12-VANCOUVER,Chick-fil-A Store Vancouver,MATCH,ChatGPT-4.1
AMC THEA-OTT#554,AMC Theatres Ottawa,MATCH,ChatGPT-4.1
AMC-OTTAWA*THEATRES,AMC Theatres Ottawa,MATCH,ChatGPT-4.1
AMC Thtrs 458 Ottawa,AMC Theatres Ottawa,MATCH,ChatGPT-4.1
AMCTHEA#OTW CAN,AMC Theatres Ottawa,MATCH,ChatGPT-4.1
Theatres AMC*Ottawa-76,AMC Theatres Ottawa,MATCH,ChatGPT-4.1
RBC BNK*CAN-2345,RBC Banking Canada,MATCH,ChatGPT-4.1
RBC-BANKING 001 CA,RBC Banking Canada,MATCH,ChatGPT-4.1
RBCBank-Canada#998,RBC Banking Canada,MATCH,ChatGPT-4.1
BANK CANADA RBC*,RBC Banking Canada,MATCH,ChatGPT-4.1
RBCBKG-CA 567-ON,RBC Banking Canada,MATCH,ChatGPT-4.1
LowesUSARetail*0999,Lowe's USA Retail,MATCH,ChatGPT-4.1
LOWE'S-RET USA #23,Lowe's USA Retail,MATCH,ChatGPT-4.1
LWS-USA*RETAIL 1122,Lowe's USA Retail,MATCH,ChatGPT-4.1
LOWES RETL-US -CA,Lowe's USA Retail,MATCH,ChatGPT-4.1
LOWS*USA-STORE 56,Lowe's USA Retail,MATCH,ChatGPT-4.1
ReglCinemas*TX #232,Regal Cinemas Texas,MATCH,ChatGPT-4.1
Regal CIN TX-84,Regal Cinemas Texas,MATCH,ChatGPT-4.1
REGAL-CIN-232-TX,Regal Cinemas Texas,MATCH,ChatGPT-4.1
RegalCine-TEXAS*013,Regal Cinemas Texas,MATCH,ChatGPT-4.1
Cinema Regal TX-#9,Regal Cinemas Texas,MATCH,ChatGPT-4.1
TimHorton-FL-STR 887,Tim Hortons Florida Store,MATCH,ChatGPT-4.1
TM HORTONS*FL STORE#3,Tim Hortons Florida Store,MATCH,ChatGPT-4.1
TimHortonsStore*FL-12,Tim Hortons Florida Store,MATCH,ChatGPT-4.1
TIMHORT FLRDA-998,Tim Hortons Florida Store,MATCH,ChatGPT-4.1
TimHorton*Store FL 54,Tim Hortons Florida Store,MATCH,ChatGPT-4.1
eBayCAN MKTP#334,eBay Canada Marketplace,MATCH,ChatGPT-4.1
EBY*CANADA MKTP,eBay Canada Marketplace,MATCH,ChatGPT-4.1
eBay-CND*MARKET PL,eBay Canada Marketplace,MATCH,ChatGPT-4.1
EBAYMKTP-CA 1023,eBay Canada Marketplace,MATCH,ChatGPT-4.1
eBay#Market-CA 88,eBay Canada Marketplace,MATCH,ChatGPT-4.1
LYFT*RIDE#PHX 002,Lyft Ride Phoenix,MATCH,ChatGPT-4.1
LyftRide-PHX-556,Lyft Ride Phoenix,MATCH,ChatGPT-4.1
LYFT PHNX RDE*04,Lyft Ride Phoenix,MATCH,ChatGPT-4.1
LYFT*PHOENIX-RIDE#,Lyft Ride Phoenix,MATCH,ChatGPT-4.1
Lyftride*003 PHX,Lyft Ride Phoenix,MATCH,ChatGPT-4.1
SPTFY*DUO PLN#123-SWE,Spotify Duo Plan,MATCH,ChatGPT-4.1
SPOTIFY DUO PLAN CA 09231,Spotify Duo Plan,MATCH,ChatGPT-4.1
SPOTFY-DUO*PLN NY,Spotify Duo Plan,MATCH,ChatGPT-4.1
SPTFY DUO 99*PLAN,Spotify Duo Plan,MATCH,ChatGPT-4.1
SPOTFY DUO PLAN*US,Spotify Duo Plan,MATCH,ChatGPT-4.1
REGAL THEATR CALIF #402,Regal Theatres California,MATCH,ChatGPT-4.1
RGL THR-CALIFORNIA 12*,Regal Theatres California,MATCH,ChatGPT-4.1
REGALTHEATERS*CA-58,Regal Theatres California,MATCH,ChatGPT-4.1
RG THEATRES CAL 777,Regal Theatres California,MATCH,ChatGPT-4.1
REG-THEATRE CA*REG042,Regal Theatres California,MATCH,ChatGPT-4.1
CASHAPP BIZ PAYMNT*TX,CashApp Business Payment,MATCH,ChatGPT-4.1
CSHAP BUS-PYMNT 001#,CashApp Business Payment,MATCH,ChatGPT-4.1
CASH AP BIZ-PAY US,CashApp Business Payment,MATCH,ChatGPT-4.1
CASHAPP-BUSPAYMENT*NY,CashApp Business Payment,MATCH,ChatGPT-4.1
CASH*APP BIZPMT #CA,CashApp Business Payment,MATCH,ChatGPT-4.1
RED LOBSTER TORNT-CA 21,Red Lobster Toronto,MATCH,ChatGPT-4.1
RED LOBSTR*TORONTO 008,Red Lobster Toronto,MATCH,ChatGPT-4.1
RDLBST TORON CA#,Red Lobster Toronto,MATCH,ChatGPT-4.1
REDLOBSTER TOR*CAN,Red Lobster Toronto,MATCH,ChatGPT-4.1
RED LOBSTR-TOR #523,Red Lobster Toronto,MATCH,ChatGPT-4.1
CHILIS RSTRNT DALLAS*34,Chili's Restaurant Dallas,MATCH,ChatGPT-4.1
CHLS REST DLS-TX 010,Chili's Restaurant Dallas,MATCH,ChatGPT-4.1
CHILI'S*DALLAS-REST#,Chili's Restaurant Dallas,MATCH,ChatGPT-4.1
CHLS RSTAURNT DAL-TX,Chili's Restaurant Dallas,MATCH,ChatGPT-4.1
CHILIS REST*DALLAS US,Chili's Restaurant Dallas,MATCH,ChatGPT-4.1
BP STATN CLGRY #202,BP Station Calgary,MATCH,ChatGPT-4.1
BPSTN CALGARY-CAN*41,BP Station Calgary,MATCH,ChatGPT-4.1
BP STN CAL*YYC 005,BP Station Calgary,MATCH,ChatGPT-4.1
BP-STATION CALGARY 19,BP Station Calgary,MATCH,ChatGPT-4.1
BP STN*CLGRY CA#91,BP Station Calgary,MATCH,ChatGPT-4.1
PEETSCOF FLRDA STR#05,Peet's Coffee Florida Store,MATCH,ChatGPT-4.1
PEETS COFFEE FL ST 21,Peet's Coffee Florida Store,MATCH,ChatGPT-4.1
PEET*COFFEE-FL 118,Peet's Coffee Florida Store,MATCH,ChatGPT-4.1
PT'S COFF FLORIDA-STR,Peet's Coffee Florida Store,MATCH,ChatGPT-4.1
PEETS COF FLD STR*US,Peet's Coffee Florida Store,MATCH,ChatGPT-4.1
NETFLX CAN SVC#103,Netflix Canada Services,MATCH,ChatGPT-4.1
NFLIX-CANADA SERVS,Netflix Canada Services,MATCH,ChatGPT-4.1
NETFLIX*CA SRVC-44,Netflix Canada Services,MATCH,ChatGPT-4.1
NTFLX CAN SVC*CA,Netflix Canada Services,MATCH,ChatGPT-4.1
NETFLIX CAN SVC-CANADA,Netflix Canada Services,MATCH,ChatGPT-4.1
INSTCRT DLVRY USA 004,Instacart Delivery USA,MATCH,ChatGPT-4.1
INSTA CART-DELIV US*,Instacart Delivery USA,MATCH,ChatGPT-4.1
INSTCRT*DELIVRY-USA#,Instacart Delivery USA,MATCH,ChatGPT-4.1
INSTCRT DLV USA*23,Instacart Delivery USA,MATCH,ChatGPT-4.1
INSTACART*DLVRY US,Instacart Delivery USA,MATCH,ChatGPT-4.1
LOWES*USA RTL#109,Lowe's USA Retail,MATCH,ChatGPT-4.1
LOWS USA-RTL 22,Lowe's USA Retail,MATCH,ChatGPT-4.1
LOWE'S-RETL USA*,Lowe's USA Retail,MATCH,ChatGPT-4.1
LOWES USA*RETAIL 003,Lowe's USA Retail,MATCH,ChatGPT-4.1
LOWES*US-RTL#,Lowe's USA Retail,MATCH,ChatGPT-4.1
DOORDSH*DELIVRY SVC #045 NY,DoorDash Delivery Service,MATCH,ChatGPT-4.1
DRDSH-DEL.SERV TORONTO*CAN,DoorDash Delivery Service,MATCH,ChatGPT-4.1
DOORDASH DELIVERY SRV*678,DoorDash Delivery Service,MATCH,ChatGPT-4.1
DOORDSH SVC* CALGARY-CA,DoorDash Delivery Service,MATCH,ChatGPT-4.1
*DOORDASH DELVRY SRVC 0034-LA,DoorDash Delivery Service,MATCH,ChatGPT-4.1
BPSTATN CALGRY*STN #0912,BP Station Calgary,MATCH,ChatGPT-4.1
BP STN*1234 CALGARY-CA,BP Station Calgary,MATCH,ChatGPT-4.1
BP-STAT.CLGY #CAN,BP Station Calgary,MATCH,ChatGPT-4.1
BPSTN-CGY*009,BP Station Calgary,MATCH,ChatGPT-4.1
BP*CALGRY STN-4478,BP Station Calgary,MATCH,ChatGPT-4.1
CITIBNK-NYBR*USA,Citibank New York Branch,MATCH,ChatGPT-4.1
CTBNK*NEWYRK BRNCH-0033,Citibank New York Branch,MATCH,ChatGPT-4.1
CITI BANK*NY-BRANCH#001,Citibank New York Branch,MATCH,ChatGPT-4.1
CITBNK*NYC-BRNCH,Citibank New York Branch,MATCH,ChatGPT-4.1
CITIBANK NY*BRNCH-5678,Citibank New York Branch,MATCH,ChatGPT-4.1
UBR RIDE-TRONTO*CAN,Uber Ride Toronto,MATCH,ChatGPT-4.1
UBERRD*TORONTO #0048,Uber Ride Toronto,MATCH,ChatGPT-4.1
UBR*RDE TRNTO-CAD,Uber Ride Toronto,MATCH,ChatGPT-4.1
UBER-RD*TORONTO ONT,Uber Ride Toronto,MATCH,ChatGPT-4.1
UBR.RIDE#TORONTO CA,Uber Ride Toronto,MATCH,ChatGPT-4.1
AMZN*CNDA SRVCS-8732,Amazon Canada Services,MATCH,ChatGPT-4.1
AMAZN CANADA SVCS*CA,Amazon Canada Services,MATCH,ChatGPT-4.1
AMZON-CAN SVC*1234,Amazon Canada Services,MATCH,ChatGPT-4.1
AMZNCA*SERVICES-CA,Amazon Canada Services,MATCH,ChatGPT-4.1
AMZN.CAN SRVC #5678,Amazon Canada Services,MATCH,ChatGPT-4.1
AMC*THETRS-LA#045,AMC Theatres Los Angeles,MATCH,ChatGPT-4.1
AMC THEATR*LSANGLS-CA,AMC Theatres Los Angeles,MATCH,ChatGPT-4.1
AMC-THTRS*LOS ANGELES 0987,AMC Theatres Los Angeles,MATCH,ChatGPT-4.1
AMC LA-THEATRE*USA,AMC Theatres Los Angeles,MATCH,ChatGPT-4.1
AMCTHETR-LOSA*#238,AMC Theatres Los Angeles,MATCH,ChatGPT-4.1
CHASEBNK*USA#002,Chase Bank USA,MATCH,ChatGPT-4.1
CHS BANK*US-6789,Chase Bank USA,MATCH,ChatGPT-4.1
CHASE-BNK*AMRICA,Chase Bank USA,MATCH,ChatGPT-4.1
CHSEBK-USA*1234,Chase Bank USA,MATCH,ChatGPT-4.1
CHASE*BNK US#0098,Chase Bank USA,MATCH,ChatGPT-4.1
KRISPKRM*TRONTO STR#888,Krispy Kreme Toronto Store,MATCH,ChatGPT-4.1
KRSPY KRM TRNTO*STRE 045,Krispy Kreme Toronto Store,MATCH,ChatGPT-4.1
KRSY-KREME*STORE TORONTO,Krispy Kreme Toronto Store,MATCH,ChatGPT-4.1
KRISPY*KRME TOR-CA#322,Krispy Kreme Toronto Store,MATCH,ChatGPT-4.1
KRISPY KRM*TRONTO STORE,Krispy Kreme Toronto Store,MATCH,ChatGPT-4.1
PAPA JHNS*CHGO STR678,Papa John's Chicago Store 678,MATCH,ChatGPT-4.1
PAPAJNS*678 CHICAGO-IL,Papa John's Chicago Store 678,MATCH,ChatGPT-4.1
PJ CHGO STORE*#678,Papa John's Chicago Store 678,MATCH,ChatGPT-4.1
PAPA-JOHNS*CHICGO ST678,Papa John's Chicago Store 678,MATCH,ChatGPT-4.1
PAPA JN'S STR678*CHICAGO,Papa John's Chicago Store 678,MATCH,ChatGPT-4.1
UBR RIDE*OTW #004,Uber Ride Ottawa,MATCH,ChatGPT-4.1
UBR*RIDE OTTAWA-CA,Uber Ride Ottawa,MATCH,ChatGPT-4.1
UBERRD*OTTAWA 0012,Uber Ride Ottawa,MATCH,ChatGPT-4.1
UBR-RD OTTWA*CANADA,Uber Ride Ottawa,MATCH,ChatGPT-4.1
UBER*RIDE OTWA CA,Uber Ride Ottawa,MATCH,ChatGPT-4.1
MARATHN GAS DET #204 DETROIT MI,Marathon Gas Station Detroit,MATCH,ChatGPT-4.1
*Marathon Dtroit Gas 1002*,Marathon Gas Station Detroit,MATCH,ChatGPT-4.1
MARATHON #DET MI GAS STN,Marathon Gas Station Detroit,MATCH,ChatGPT-4.1
MARATH GAS STN DET-4321,Marathon Gas Station Detroit,MATCH,ChatGPT-4.1
MARA GAS STA-DETROIT USA,Marathon Gas Station Detroit,MATCH,ChatGPT-4.1
WENDYS REST #1234 DALLAS TX,Wendy's Restaurant Dallas,MATCH,ChatGPT-4.1
Wendys*Dallas Rest 0021,Wendy's Restaurant Dallas,MATCH,ChatGPT-4.1
"WENDY'S-REST DLS, TX",Wendy's Restaurant Dallas,MATCH,ChatGPT-4.1
WENDYS RSTNT DAL,Wendy's Restaurant Dallas,MATCH,ChatGPT-4.1
WENDYS #DAL TX 5987,Wendy's Restaurant Dallas,MATCH,ChatGPT-4.1
WHOLEFDS INTL #987,Whole Foods International,MATCH,ChatGPT-4.1
WHOLE FOOD*INTL,Whole Foods International,MATCH,ChatGPT-4.1
WHOLE-FDS INT 001,Whole Foods International,MATCH,ChatGPT-4.1
WHL FDS INTL 3456,Whole Foods International,MATCH,ChatGPT-4.1
WHOLEFOODSINTNL GBR,Whole Foods International,MATCH,ChatGPT-4.1
CINEMRK INTL THEATERS #56,Cinemark International Theatres,MATCH,ChatGPT-4.1
CINEMARK-THEATR INTNL 008,Cinemark International Theatres,MATCH,ChatGPT-4.1
CINEMRK INT THEATRES,Cinemark International Theatres,MATCH,ChatGPT-4.1
CINMARK INTL THTR-LON,Cinemark International Theatres,MATCH,ChatGPT-4.1
CINEMRK*INTERNATNL #1023,Cinemark International Theatres,MATCH,ChatGPT-4.1
TACOBELL STORE NY 5412,Taco Bell Store New York,MATCH,ChatGPT-4.1
TACO BEL N.Y. #773,Taco Bell Store New York,MATCH,ChatGPT-4.1
TACO-BELL STR NYK,Taco Bell Store New York,MATCH,ChatGPT-4.1
TACO BELL*STORE NEWYRK,Taco Bell Store New York,MATCH,ChatGPT-4.1
TACOBELL NY ST#069,Taco Bell Store New York,MATCH,ChatGPT-4.1
AMZN HMGOODS CA,Amazon Home Goods Canada,MATCH,ChatGPT-4.1
AMAZON-HOMEGDS CAN #111,Amazon Home Goods Canada,MATCH,ChatGPT-4.1
AMZ HOME GOODS CDN*,Amazon Home Goods Canada,MATCH,ChatGPT-4.1
AMZN HOME-GDS #CAN994,Amazon Home Goods Canada,MATCH,ChatGPT-4.1
AMAZON*HOMEGOODS-CAN,Amazon Home Goods Canada,MATCH,ChatGPT-4.1
TEXACO PMP STN NYC-09,Texaco Pump Station NYC,MATCH,ChatGPT-4.1
TEXCO STATION #NYC 302,Texaco Pump Station NYC,MATCH,ChatGPT-4.1
TEXACO PUMP*NYC USA,Texaco Pump Station NYC,MATCH,ChatGPT-4.1
TEXCO PMP STN #034-NYC,Texaco Pump Station NYC,MATCH,ChatGPT-4.1
TEXACO#NYC PMP STATN,Texaco Pump Station NYC,MATCH,ChatGPT-4.1
WALMRT ONLINE GROC #928,Walmart Online Groceries,MATCH,ChatGPT-4.1
WALMART - GROCERIES ONL,Walmart Online Groceries,MATCH,ChatGPT-4.1
WALMRT ONLNGRCRS 7721,Walmart Online Groceries,MATCH,ChatGPT-4.1
WALMRT*GROC ONLINE,Walmart Online Groceries,MATCH,ChatGPT-4.1
WAL MRT ONLINE GRCRS-USA,Walmart Online Groceries,MATCH,ChatGPT-4.1
AMZN GROC US #219,Amazon Grocery US,MATCH,ChatGPT-4.1
AMAZON-GROCRY USA,Amazon Grocery US,MATCH,ChatGPT-4.1
AMAZN GRCY*US,Amazon Grocery US,MATCH,ChatGPT-4.1
AMZN GROCERIES-US 087,Amazon Grocery US,MATCH,ChatGPT-4.1
AMAZON GROC US #A23,Amazon Grocery US,MATCH,ChatGPT-4.1
CHEVRON PMP STN DNV 112,Chevron Pump Station Denver,MATCH,ChatGPT-4.1
CHEVRN PUMP DENVER #490,Chevron Pump Station Denver,MATCH,ChatGPT-4.1
CHEVRON PMS DEN*,Chevron Pump Station Denver,MATCH,ChatGPT-4.1
CHEVRON-DENVER STN #3812,Chevron Pump Station Denver,MATCH,ChatGPT-4.1
CHVRON PMP STN DNV USA,Chevron Pump Station Denver,MATCH,ChatGPT-4.1
COSTCO WHSL * SEATL #1256,Costco Wholesale Seattle,MATCH,ChatGPT-4.1
COSTCO-WHOLESAL SEA 9872,Costco Wholesale Seattle,MATCH,ChatGPT-4.1
COSTC WHSLE SEATTL WA*,Costco Wholesale Seattle,MATCH,ChatGPT-4.1
"COSTCO WHOLESALE SEATTL,US",Costco Wholesale Seattle,MATCH,ChatGPT-4.1
COSTCO WHSLE #SEA-509,Costco Wholesale Seattle,MATCH,ChatGPT-4.1
BURGR KING STR 347 MIA,Burger King Store Miami,MATCH,ChatGPT-4.1
BK* STORE MIAMI #2211,Burger King Store Miami,MATCH,ChatGPT-4.1
BURGERKNG MIAMI-STR,Burger King Store Miami,MATCH,ChatGPT-4.1
BK STORE-MIAMI FL 8801,Burger King Store Miami,MATCH,ChatGPT-4.1
BURG KING ST MIAMI*,Burger King Store Miami,MATCH,ChatGPT-4.1
CINEPLEX CINM CALGARY 04,Cineplex Cinemas Calgary,MATCH,ChatGPT-4.1
CINEPLX-CINEM CALGRY #309,Cineplex Cinemas Calgary,MATCH,ChatGPT-4.1
CINEPLX CINEMA CLGRY*,Cineplex Cinemas Calgary,MATCH,ChatGPT-4.1
"CINEPLEX CIN CALGARY,CA",Cineplex Cinemas Calgary,MATCH,ChatGPT-4.1
CINPLX CIN-CALGARY AB234,Cineplex Cinemas Calgary,MATCH,ChatGPT-4.1
PANDA XPRS CDN 1023,Panda Express Canada,MATCH,ChatGPT-4.1
PANDA-EXPRESS-CAN #56,Panda Express Canada,MATCH,ChatGPT-4.1
PANDAEXPRSS CA*,Panda Express Canada,MATCH,ChatGPT-4.1
PNDA EXPRESS CANADA 4102,Panda Express Canada,MATCH,ChatGPT-4.1
PANDA EXP CAN-CA,Panda Express Canada,MATCH,ChatGPT-4.1
TARGETONLN CA* 5502,Target Online Canada,MATCH,ChatGPT-4.1
TARGET ONLINE-CANADA #A91,Target Online Canada,MATCH,ChatGPT-4.1
TARGT ONLN CDA,Target Online Canada,MATCH,ChatGPT-4.1
TARGETONLNE CAN 313,Target Online Canada,MATCH,ChatGPT-4.1
TARGET-ONLINE CAN*,Target Online Canada,MATCH,ChatGPT-4.1
LYFT*RIDE-USA #456,Lyft Ride USA,MATCH,ChatGPT-4.1
LYFT RIDE US 1208,Lyft Ride USA,MATCH,ChatGPT-4.1
LFT RDE USA*,Lyft Ride USA,MATCH,ChatGPT-4.1
LYFT* RIDE-USA,Lyft Ride USA,MATCH,ChatGPT-4.1
LYFT-RIDE US-CA,Lyft Ride USA,MATCH,ChatGPT-4.1
REDLOBSTER ORL 201,Red Lobster Orlando,MATCH,ChatGPT-4.1
RED LOBSTER-ORLANDO FL*,Red Lobster Orlando,MATCH,ChatGPT-4.1
RDLBSTR ORLANDO #882,Red Lobster Orlando,MATCH,ChatGPT-4.1
RED LOBSTER ORL*,Red Lobster Orlando,MATCH,ChatGPT-4.1
REDLBSTR-ORL FL012,Red Lobster Orlando,MATCH,ChatGPT-4.1
